Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203761336	Ghost Hardware	1	Maughan, Tim				Farrar, Straus and Giroux	2020		4			Ghost Hardware by Tim Maughan (2020)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			24704954				
203761338	Webster's Third New International Dictionary Unabridged	1	Merriam-Webster				Merriam-Webster	1992					Webster's Third New International Dictionary Unabridged by Merriam-Webster (1992)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26541514				
203761339	Out of the Wreckage: A New Politics for an Age of Crisis	1	Monbiot, George				Verso Books	2017					Out of the Wreckage: A New Politics for an Age of Crisis by George Monbiot (2017)	Ebook														Kindle, toread	Your library		English	JA76 .M59	[]			306.2	Culture and Institutions > Political institutions > Social Sciences > Social sciences		1		[2021-07-31]			20196684				
203761340	King, Warrior, Magician, Lover	1	Moore, Robert				HarperCollins	2013		5			King, Warrior, Magician, Lover by Robert Moore (2013)	Ebook														Kindle	Your library		English	BF692 .M65	[]		Archetype (Psychology)|Masculinity|Men > Psychology|Men > psychology	155.632	Adults > By Sex > Developmental And Differential Psychology > Men > Philosophy and Psychology > Psychology		1		[2021-07-31]			334007				
203761342	Deep Work	1	Newport, Cal				Grand Central Publishing	2016					Deep Work by Cal Newport (2016)	Ebook														Kindle, toread	Your library		English	BF323.D5 N49	[]			650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1		[2021-07-31]			16774011				
203761343	Destiny of Souls: New Case Studies of Life Between Lives	1	Newton, Michael				Llewellyn Worldwide, LTD.	2010					Destiny of Souls: New Case Studies of Life Between Lives by Michael Newton (2010)	Ebook														Kindle, toread	Your library		English	BF1275.D2 N47	[]		Death > Miscellanea|Reincarnation > Case studies|Spiritualism	133.9013	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Spiritism - Table-tipping, etc.		1		[2021-07-31]			180908				
203761344	Journey of Souls: Case Studies of Life Between Lives	1	Newton, Michael				Publisher Unknown	2013		5			Journey of Souls: Case Studies of Life Between Lives by Michael Newton (2013)	Ebook														Kindle	Your library		English	BF1275.D2 N48	[]		Death > Miscellanea|Reincarnation > Case studies|Spiritualism|Spritualism	133.9013	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Spiritism - Table-tipping, etc.		1		[2021-07-31]			105909				
203761346	Earthing: The Most Important Health Discovery Ever!	1	Ober, Clinton				Turner Publishing Company	2014		2			Earthing: The Most Important Health Discovery Ever! by Clinton Ober (2014)	Ebook														Kindle	Your library		English	RZ422 .O24	[]			612.01442	Action of Electricity; Electrophysiology > Biophysics > Biophysics and biochemistry > Human physiology > Influence of Environment on Cells and Organisms > Medicine and health > Physiology > Technology and Application of Knowledge		1		[2021-07-31]			10080795				
203761347	Lagoon	1	Okorafor, Nnedi				Saga Press	2015		5			Lagoon by Nnedi Okorafor (2015)	Ebook														Kindle	Your library		English	PS3615.K67 L34	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			14602980				
203761348	Dogsong	1	Paulsen, Gary				Simon & Schuster Books for Young Readers	2012		5			Dogsong by Gary Paulsen (2012)	Ebook														Kindle	Your library		English	PZ7.P2843 D	[]		Dogsledding > Fiction|Eskimos > Fiction|Eskimos > Juvenile fiction|Self-perception > Fiction|Sled dogs > Fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-07-31]			110983				
203761349	World Waiting to Be Born, A	1	Peck, M. Scott				Random House Publishing Group	2009		5			World Waiting to Be Born, A by M. Scott Peck (2009)	Ebook														Kindle	Your library		English	HD58 .P42	[]		Organizational behavior > Moral and ethical aspects|Social ethics|Vocation	174	Ethics > Philosophy and Psychology > Professional and Business Ethics 		1		[2021-07-31]			80618				
203761350	Different Drum: Community Making and Peace, The	1	Peck, M. Scott				Touchstone	2010		5			Different Drum: Community Making and Peace, The by M. Scott Peck (2010)	Ebook														Kindle	Your library		English	HT65 .P44	[]		Communities|Community|Peace|Spiritual life|communities|spiritual life	307	Communities > Social Sciences > Social sciences		1		[2021-07-31]			55206				
203761351	Mating in Captivity	1	Perel, Esther				HarperCollins e-books	2009		5			Mating in Captivity by Esther Perel (2009)	Ebook														Kindle	Your library		English	HQ734 .P397	[]		Couples > Psychological aspects|Couples > Sexual behavior > Psychological aspects|Man-woman relationships > Psychological aspects|Sex in marriage|Sexual desire disorders|Sexual excitement	306.87	Culture and Institutions > Marriage and Parenting > Parenting > Social Sciences > Social sciences		1		[2021-07-31]			1649697				
203761352	Witchmark (The Kingston Cycle)	1	Polk, C. L.				Tom Doherty Associates	2018					Witchmark (The Kingston Cycle) by C. L. Polk (2018)	Ebook														Kindle, toread	Your library		English	PR9199.P647 W58	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			20930458				
203761353	Stormsong (The Kingston Cycle)	1	Polk, C. L.				Tom Doherty Associates	2020					Stormsong (The Kingston Cycle) by C. L. Polk (2020)	Ebook														Kindle, toread	Your library		English	PR9199.P6563 S77	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			22556868				
203761354	Smell of Rain on Dust: Grief and Praise, The	1	Prechtel, MartÃ­n				North Atlantic Books	2015		5			Smell of Rain on Dust: Grief and Praise, The by MartÃ­n Prechtel (2015)	Ebook														Kindle	Your library		English	BF575 .P73	[]			155.9	Developmental And Differential Psychology > Environmental psychology > Philosophy and Psychology > Psychology		1		[2021-07-31]			16457882				
203761355	Greatest Speeches of Elizabeth Warren (so farâ€¦), The	1	Press, Progressive				Publisher Unknown	2017					Greatest Speeches of Elizabeth Warren (so farâ€¦), The by Progressive Press (2017)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868236				
203761356	Publish on Amazon Kindle with Kindle Direct Publishing	1	Publishing, Kindle Direct				Publisher Unknown	2011					Publish on Amazon Kindle with Kindle Direct Publishing by Kindle Direct Publishing (2011)	Ebook														Kindle	Your library		English		[]						1		[2021-07-31]			10964904				
203761357	Giuseppe and Me	1	Reardon, Robin				IAM Books	2014		4			Giuseppe and Me by Robin Reardon (2014)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			14850941				
203761359	Throwing Stones	1	Reardon, Robin				IAM Books	2015		5			Throwing Stones by Robin Reardon (2015)	Ebook														Kindle	Your library		English		[]						1		[2021-07-31]			16352535				
203761360	And If I Fall	1	Reardon, Robin				IAM Books	2018		4			And If I Fall by Robin Reardon (2018)	Ebook														Kindle	Your library		English		[]						1		[2021-07-31]			20914562				
203761361	On The Kalalau Trail (Trailblazer Book 2)	1	Reardon, Robin				IAM Books	2019		5			On The Kalalau Trail (Trailblazer Book 2) by Robin Reardon (2019)	Ebook														Kindle	Your library		English		[]						1		[2021-07-31]			23982755				
203761362	On The Precipice (Trailblazer Book 3)	1	Reardon, Robin				IAM Books	2020		5			On The Precipice (Trailblazer Book 3) by Robin Reardon (2020)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26851924				
203761363	Function of the Orgasm: Discovery of the Orgone, The	1	Reich, Wilhelm				Farrar, Straus and Giroux	2013		3			Function of the Orgasm: Discovery of the Orgone, The by Wilhelm Reich (2013)	Ebook														Kindle	Your library		English	RZ460 BF692 .R4413	[]		Orgasm|Sex|Sex (Psychology)|sex	155.3	Developmental And Differential Psychology > Philosophy and Psychology > Psychology > Sexuality and Gender		1		[2021-07-31]			302109				
203761365	Coconut Oil Breakthrough: Boost Your Brain, Burn The Fat, Build Your Hair	1	Richards, BJ				Richards Media Services, LLC	2016					Coconut Oil Breakthrough: Boost Your Brain, Burn The Fat, Build Your Hair by BJ Richards (2016)	Ebook														Kindle	Your library				[]			665.355	Chemical Technology > Lights: Gas, Oil, Candles, etc. > Technology and Application of Knowledge > Vegetable Oil		1		[2021-07-31]			21951285				
203761366	Jailmates (Maxim Colonies Book 1)	1	Richardson, Lesli				Lesli Richardson	2019					Jailmates (Maxim Colonies Book 1) by Lesli Richardson (2019)	Ebook														Kindle	Your library		English		[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			22689095				
203761367	Born Too Late	1	Roeder, Mark				Publisher Unknown	2019					Born Too Late by Mark Roeder (2019)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			23964225				
203761368	Sex at Dawn: How We Mate, Why We Stray, and What It Means for Modern Relationships	1	Ryan, Christopher				HarperCollins	2012		5			Sex at Dawn: How We Mate, Why We Stray, and What It Means for Modern Relationships by Christopher Ryan (2012)	Ebook														Kindle	Your library		English	HQ12 .R93	[]			306.7	Culture and Institutions > Relations between the sexes, sexualities, love > Social Sciences > Social sciences		1		[2021-07-31]			10020301				
203761369	Savage Love: Straight Answers from America's Most Popular Sex Columnist	1	Savage, Dan				Penguin Publishing Group	1998		5			Savage Love: Straight Answers from America's Most Popular Sex Columnist by Dan Savage (1998)	Ebook														Kindle	Your library		English	HQ21 .S264	[]		Love > Miscellanea|Man-woman relationships > Miscellanea|Sex > Miscellanea	306.7	Culture and Institutions > Relations between the sexes, sexualities, love > Social Sciences > Social sciences		1		[2021-07-31]			85750				
203761370	Gay Tantra in Action	1	Schindler, William				Ashram West Tantra Brotherhood, Inc.	2018		5			Gay Tantra in Action by William Schindler (2018)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868237				
203761371	Blood of the Goddess	1	Schindler, William				Publisher Unknown	0100		5			Blood of the Goddess by William Schindler (0100)	Ebook														Kindle	Your library		English		[]			813	American fiction > English (North America) > Literature		1		[2021-07-31]			2357464				
203761372	Morphic Resonance: The Nature of Formative Causation	1	Sheldrake, Rupert				Inner Traditions/Bear & Company	2009		5			Morphic Resonance: The Nature of Formative Causation by Rupert Sheldrake (2009)	Ebook														Kindle	Your library		English	QH325 .S53	[]		Life > Origin	577	Ecology > Life Sciences, Biology > Natural sciences and mathematics		1		[2021-07-31]			207304				
203761373	Mahatma Gandhi and His Myths: Civil Disobedience, Nonviolence, and Satyagraha in the Real World (Plus Why It's 'Gandhi,' Not 'Ghandi')	1	Shepard, Mark				Simple Productions	2008		4			Mahatma Gandhi and His Myths: Civil Disobedience, Nonviolence, and Satyagraha in the Real World (Plus Why It's 'Gandhi,' Not 'Ghandi') by Mark Shepard (2008)	Ebook														Kindle	Your library		English		[]			320	Political Science  > Political Science  > Social sciences		1		[2021-07-31]			619464				
203761374	MADNESS AT THE GATES OF THE CITY The Myth of American Innocence	1	Spector, Barry				Regent Press	2010		4			MADNESS AT THE GATES OF THE CITY The Myth of American Innocence by Barry Spector (2010)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868238				
203761375	Basic Income: A Guide for the Open-Minded	1	Standing, Guy				Yale University Press	2017		4			Basic Income: A Guide for the Open-Minded by Guy Standing (2017)	Ebook														Kindle	Your library		English	HC79.I5 S75	[]			331.2	Compensation and other conditions of employment > Economics > Labor economics > Social sciences		1		[2021-07-31]			19533608				
203761376	Reamde: A Novel	1	Stephenson, Neal				HarperCollins	2011		5			Reamde: A Novel by Neal Stephenson (2011)	Ebook														Kindle	Your library		English	PS3569.T3868 R43	[]			813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-07-31]			11129978				
203761377	Rise and Fall of D.O.D.O.: A Novel, The	1	Stephenson, Neal				HarperCollins	2017		4			Rise and Fall of D.O.D.O.: A Novel, The by Neal Stephenson (2017)	Ebook														Kindle	Your library		English	PS3569.T3868 R57	[]			813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-07-31]			18910684				
203761378	WORDS OF JESUS: The spoken words of Jesus in chronological order., THE	1	TAIT, DAVID				Walking With Jesus Ministries	2016		3			WORDS OF JESUS: The spoken words of Jesus in chronological order., THE by DAVID TAIT (2016)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868239				
